"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,,,,,
SPRING 2012,,,,,,,,"PUBLICATION DATE:  FEBRUARY 6, 2012",,,,,,,,,,* This section uses the new Federal IPEDS guidelines for reporting racial and ethnic data. ,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,"   For more information on these guidelines, see  ",,,,http://www.vpaa.uillinois.edu/RaceEthnicity/index.cfm,,,
,,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,All students including multiracial and Hispanic,,,,
Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,By Gender,,,By Self-reported Race/Ethnicity (NEW*),,,,,,,,,,,By Residency,,Academic Program Code
,,,,,,,,,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,Illinois,Non-Illinois,
,,,,,,,,,,,,,,,,,,,,,,,,,
120121 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,22,12,10,0,14,0,0,1,0,0,1,6,0,0,1,5,17,10KS0071PHD
120121 ,KM ,902 ,BS ,0079 ,Business Administration ,0081 ,Organizational Administration ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KM0081BS
120121 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,105,36,69,0,60,13,9,10,0,0,1,11,1,10,0,83,22,10KM1432BS
120121 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,118,38,80,0,87,8,7,14,0,0,1,1,0,7,0,107,11,10KM8037BS
120121 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,20,15,5,0,13,1,0,3,0,0,1,2,0,0,0,17,3,10KM5070BS
120121 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,17,12,5,0,11,5,0,0,0,0,0,1,0,0,0,14,3,10KM8037BS
120121 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,24,9,15,0,20,4,0,0,0,0,0,0,0,0,0,22,2,10KM5071BS
120121 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,46,30,16,0,32,6,0,2,0,0,1,4,1,1,0,40,6,10KM8037BS
120121 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,24,14,10,0,20,2,0,1,0,0,0,1,0,0,0,18,6,10KM5072BS
120121 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,11,4,7,0,8,1,1,0,0,0,0,1,0,1,0,10,1,10KM8037BS
120121 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,20,12,8,0,13,3,0,3,0,0,0,1,0,0,0,17,3,10KM5073BS
120121 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,11,4,7,0,6,0,4,0,0,0,0,1,0,4,0,10,1,10KM8037BS
120121 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,32,18,14,0,18,7,1,6,0,0,0,0,0,1,0,31,1,10KM5073BS
